age,avg_year,free_agency_year,fully_guaranteed,player,position,team,total_guaranteed,total_value 
29,600000,2020,$0,Giorgio Tavecchio,kicker,Falcons,0,1200000
24,1623743,2020,"$4,523,682",Jaylon Smith,inside-linebacker,Cowboys,4523682,6494972
29,1583333,2022,"$1,250,000",Mark Nzeocha,inside-linebacker,49ers,1925000,4750000
26,2600000,2020,"$400,000",Brandon King,4-3-outside-linebacker,Patriots,400000,2600000
2020,585000,2022,$0,Jamie Gillan,punter,Browns,0,1755000
2020,585000,2022,$0,Jack Fox,punter,Chiefs,0,1755000
26,645000,2020,$0,Zach Wood,long-snapper,Saints,0,645000
25,634336,2022,"$77,344",Hunter Bradley,long-snapper,Packers,77344,2537344
27,690000,2021,$0,Cody Wichmann,right-guard,Cowboys,0,1380000
24,1020871,2022,"$1,049,804",Lorenzo Carter,3-4-outside-linebacker,Giants,1049804,4083482
0,910618,2020,$0,Jachai Polite,3-4-outside-linebacker,Jets,0,3642472
26,3095000,2020,$0,Nate Sudfeld,quarterback,Eagles,0,3095000
29,3000000,2020,"$2,500,000",AJ McCarron,quarterback,Texans,2500000,3000000
27,895000,2020,"$200,000",Tyeler Davison,4-3-defensive-tackle,Falcons,200000,895000
24,887545,2020,"$881,152",Maliek Collins,4-3-defensive-tackle,Cowboys,881152,3550180
23,525000,2020,$0,Taylor Hearn,left-guard,Panthers,0,1050000
24,525000,2020,$0,Zack Golditch,left-guard,Chiefs,0,1050000
21,1449611,2023,"$3,490,614",Irv Smith Jr.,tight-end,Vikings,3490614,5798444
24,1406071,2022,"$3,386,037",Dallas Goedert,tight-end,Eagles,3386037,5624282
25,600000,2020,$0,Caleb Brantley,3-4-defensive-end,Redskins,0,1200000
22,589167,2022,"$37,500",Chuck Harris,3-4-defensive-end,Bears,37500,1767500
27,675000,2020,$0,Brian Mihalik,right-tackle,Giants,0,1350000
0,671900,2023,"$167,600",Olisaemeka Udoh,right-tackle,Vikings,167600,2687600
23,985005,2022,"$997,020",Royce Freeman,running-back,Broncos,997020,3940020
0,974500,2023,"$1,035,824",Devin Singletary,running-back,Bills,1035824,3898000
0,672334,2023,"$169,336",Drew Forbes,left-tackle,Browns,169336,2689336
0,656463,2023,"$105,852",Derwin Gray,left-tackle,Steelers,105852,2625852
24,649903,2023,"$79,612",Jackson Barton,left-tackle,Colts,79612,2599612
0,648645,2020,$0,Joshua Miles,left-tackle,Cardinals,0,2594580
29,7750000,2022,"$10,000,000",T.J. Carrie,cornerback,Browns,15500000,31000000
29,7500000,2022,"$9,000,000",Pierre Desir,cornerback,Colts,12000000,22500000
34,3666667,2020,"$3,000,000",Ted Ginn,wide-receiver,Saints,3000000,11000000
27,3500000,2020,"$2,000,000",Willie Snead,wide-receiver,Ravens,2000000,7000000
25,627506,2021,"$110,024",Corey Levin,center,Titans,110024,2510024
25,615000,2021,$0,Casey Dunn,center,Redskins,0,1230000
35,3250000,2021,"$3,225,000",Antoine Bethea,safety,Giants,3225000,6500000
30,3250000,2021,"$3,650,000",Morgan Burnett,safety,Browns,3650000,7500000
28,3250000,2021,"$5,000,000",Jordan Poyer,safety,Bills,6000000,13000000
24,600000,2020,$0,Zane Gonzalez,kicker,Cardinals,0,1200000
28,1525000,2020,"$795,000",Nick Dzubnar,inside-linebacker,Chargers,795000,3050000
26,1500000,2020,"$500,000",Neville Hewitt,inside-linebacker,Jets,500000,1500000
25,2202181,2020,"$7,172,535",Shaq Thompson,4-3-outside-linebacker,Panthers,7172535,8808726
31,2050000,2021,"$2,300,000",Craig Robertson,4-3-outside-linebacker,Saints,2300000,4100000
25,571333,2021,"$4,000",Kaare Vedvik,punter,Ravens,4000,1714000
25,570667,2021,"$12,000",Trevor Daniel,punter,Texans,12000,1712000
25,615000,2021,$0,Taybor Pepper,long-snapper,Giants,0,1230000
0,665363,2023,"$111,952",Nick Allegretti,right-guard,Chiefs,111952,2661452
25,650487,2021,"$201,948",Danny Isidora,right-guard,Vikings,201948,2601948
0,858794,2020,$0,Jaylon Ferguson,3-4-outside-linebacker,Ravens,0,3435176
22,2367913,2022,"$8,055,062",Lamar Jackson,quarterback,Ravens,8055062,9471652
29,2000000,2021,"$2,000,000",Robert Griffin III,quarterback,Ravens,2000000,4000000
29,2000000,2021,"$600,000",Matt Barkley,quarterback,Bills,600000,4000000
23,869035,2022,"$854,140",Justin Jones,4-3-defensive-tackle,Chargers,854140,3476140
24,495000,2020,$0,R.J. Prince,left-guard,Steelers,0,495000
28,5500000,2022,"$13,500,000",William Gholston,defensive-line,Buccaneers,13500000,27500000
27,1400000,2021,"$500,000",Matt LaCosse,tight-end,Patriots,500000,2800000
0,1376573,2020,$0,Drew Sample,tight-end,Bengals,0,5506292
26,589000,2022,"$12,000",Michael Onuoha,3-4-defensive-end,Ravens,12000,1767000
0,667580,2023,"$150,320",Isaiah Prince,right-tackle,Dolphins,150320,2670320
0,661958,2020,$0,Dennis Daley,right-tackle,Panthers,0,2647832
24,964443,2021,"$972,772",Alvin Kamara,running-back,Saints,972772,3857772
27,645000,2020,$0,Zach Sterup,left-tackle,Dolphins,0,645000
31,7500000,2022,"$8,950,000",Robert Alford,cornerback,Cardinals,13450000,22500000
26,3095000,2020,$0,Robby Anderson,wide-receiver,Jets,0,3095000
26,615000,2021,$0,Cornelius Edison,center,Vikings,0,1230000
23,3150027,2021,"$12,600,108",Malik Hooker,safety,Colts,12600108,12600108
24,585000,2022,$0,Chris Blewitt,kicker,Bears,0,1755000
29,1500000,2020,"$550,000",Julian Stanford,inside-linebacker,Bills,550000,3000000
26,1460343,2020,"$3,613,785",Reggie Ragland,inside-linebacker,Chiefs,3613785,5841370
29,2000000,2020,"$300,000",Vontaze Burfict,4-3-outside-linebacker,Raiders,300000,2000000
24,570667,2021,"$2,000",Austin Barnard,punter,Titans,2000,1712000
24,570000,2021,$0,Colby Wadman,punter,Broncos,0,1710000
2020,585000,2022,$0,John Wirtel,long-snapper,Bears,0,1755000
24,585000,2022,$0,Cole Mazza,long-snapper,Chargers,0,1755000
25,648296,2020,"$253,184",Caleb Benenoch,right-guard,Buccaneers,253184,2593184
25,648196,2022,"$132,784",Matt Pryor,right-guard,Eagles,132784,2592784
26,849295,2021,"$856,680",Tim Williams,3-4-outside-linebacker,Ravens,856680,3397180
28,2000000,2020,"$1,000,000",Trevor Siemian,quarterback,Jets,1000000,2000000
0,860546,2020,$0,Khalen Saunders,4-3-defensive-tackle,Chiefs,0,3442184
25,495000,2020,$0,Kofi Amichia,left-guard,Ravens,0,495000
23,495000,2020,$0,Anthony Coyle,left-guard,Packers,0,495000
25,1350000,2021,"$550,000",Ben Braunecker,tight-end,Bears,550000,2700000
27,1200000,2020,"$200,000",Nick O’Leary,tight-end,Dolphins,500000,1200000
2020,587000,2022,"$6,000",Markus Jones,3-4-defensive-end,Ravens,6000,1761000
0,653092,2023,"$92,368",George Asafo-Adjei,right-tackle,Giants,92368,2612368
25,645000,2020,$0,Rashaad Coward,right-tackle,Bears,0,645000
0,902664,2020,$0,Darrell Henderson,running-back,Rams,0,3610656
24,645000,2020,$0,Elijah Wilkinson,left-tackle,Broncos,0,645000
27,645000,2020,$0,Michael Liedtke,left-tackle,Buccaneers,0,645000
26,645000,2020,$0,Cole Croston,left-tackle,Patriots,0,645000
25,644602,2022,"$118,408",Greg Senat,left-tackle,Ravens,118408,2578408
26,641281,2020,"$225,124",Halapoulivaati Vaitai,left-tackle,Eagles,225124,2565124
22,7291339,2022,"$29,165,356",Denzel Ward,cornerback,Browns,29165356,29165356
25,3095000,2020,$0,Chester Rogers,wide-receiver,Colts,0,3095000
26,603000,2020,"$6,000",Adam Redmond,center,Cowboys,6000,1206000
22,3129422,2023,"$12,517,688",Darnell Savage Jr.,safety,Packers,12517688,12517688
2020,585000,2022,$0,Tristan Vizcaino,kicker,Bengals,0,1755000
26,1250000,2021,"$1,100,000",David Mayo,inside-linebacker,49ers,1100000,2500000
23,1174384,2021,"$2,699,912",Raekwon McMillan,inside-linebacker,Dolphins,2699912,4697534
24,1811952,2022,"$4,828,495",Darius Leonard,4-3-outside-linebacker,Colts,4828495,7247808
23,570000,2021,$0,Corey Bojorquez,punter,Bills,0,1710000
24,570000,2020,$0,Trent Sieg,long-snapper,Raiders,0,570000
26,645603,2020,"$242,412",Joe Haeg,right-guard,Colts,242412,2582412
0,841712,2020,$0,Oshane Ximines,3-4-outside-linebacker,Giants,0,3366848
28,795000,2020,"$75,000",Jayrone Elliott,3-4-outside-linebacker,Dolphins,100000,795000
30,1950000,2020,"$1,400,000",Mike Glennon,quarterback,Raiders,1400000,1950000
38,1890000,2021,"$750,000",Matt Schaub,quarterback,Falcons,750000,3780000
25,815473,2021,"$761,212",Eddie Vanderdoes,4-3-defensive-tackle,Raiders,761212,3261893
27,1112500,2021,"$400,000",James O’Shaughnessy,tight-end,Jaguars,400000,2225000
24,586667,2022,"$5,000",Ryan Bee,3-4-defensive-end,Redskins,5000,1760000
23,585833,2022,"$5,000",Jonathan Harris,3-4-defensive-end,Bears,5000,1757500
27,643992,2020,"$235,968",Brandon Shell,right-tackle,Jets,235968,2575968
27,633757,2021,"$135,028",Conor McDermott,right-tackle,Bills,135028,2535028
27,895000,2020,"$90,000",Cameron Artis-Payne,running-back,Panthers,90000,895000
25,640451,2021,"$161,804",Sam Tevi,left-tackle,Chargers,161804,2561804
22,637348,2022,"$89,392",Jordan Mailata,left-tackle,Eagles,89392,2549392
28,7000000,2022,"$10,000,000",Bryce Callahan,cornerback,Broncos,10000000,21000000
26,6750000,2023,"$9,982,000",Bobby McCain,cornerback,Dolphins,13000000,27000000
27,3030000,2021,"$500,000",Eli Rogers,wide-receiver,Steelers,500000,3030000
22,588333,2022,"$70,000",Tyler Gauthier,center,Patriots,70000,1765000
23,3097238,2022,"$12,388,952",Derwin James,safety,Chargers,12388952,12388952
24,578333,2021,"$25,000",Eddy Pineiro,kicker,Bears,25000,1735000
24,570000,2020,$0,Daniel Carlson,kicker,Raiders,0,570000
25,1136410,2020,"$2,612,540",Deion Jones,inside-linebacker,Falcons,2612540,4545640
28,1800000,2020,"$600,000",Joe Thomas,4-3-outside-linebacker,Cowboys,600000,3600000
24,1583610,2020,"$3,994,793",Myles Jack,4-3-outside-linebacker,Jaguars,3994793,6334438
25,559000,2020,"$12,000",Rigoberto Sanchez,punter,Colts,12000,1677000
25,556333,2020,"$4,000",Matt Haack,punter,Dolphins,4000,1669000
25,555000,2020,$0,Thomas Hennessy,long-snapper,Jets,0,1665000
2020,540000,2021,$0,Zach Triner,long-snapper,Buccaneers,0,1080000
27,645000,2020,$0,Matt Feiler,right-guard,Steelers,0,645000
27,645000,2020,$0,Isaac Asiata,right-guard,Dolphins,0,645000
28,783957,2020,"$694,048",Kyler Fackrell,3-4-outside-linebacker,Packers,694048,3135828
26,1875000,2020,"$750,000",Brett Hundley,quarterback,Cardinals,750000,1875000
23,808760,2022,"$775,040",Harrison Phillips,4-3-defensive-tackle,Bills,775040,3235040
0,800648,2020,$0,Renell Wren,4-3-defensive-tackle,Bengals,0,3202592
25,1055175,2020,"$747,524",Austin Hooper,tight-end,Falcons,747524,3165524
32,1020000,2020,"$90,000",Logan Paulsen,tight-end,Falcons,90000,1020000
23,585333,2022,"$10,000",Jaylen Johnson,3-4-defensive-end,Broncos,10000,1757500
2020,585000,2022,$0,Jeremiah Harris,3-4-defensive-end,Giants,0,1755000
28,615000,2021,$0,William Poehls,right-tackle,Colts,0,1230000
26,615000,2021,$0,Willie Beavers,right-tackle,49ers,0,1230000
26,895000,2020,"$90,000",Ty Montgomery,running-back,Jets,90000,895000
28,895000,2020,"$250,000",Alfred Blue,running-back,Jaguars,250000,895000
30,895000,2020,"$40,000",Kenjon Barner,running-back,Falcons,90000,895000
24,632268,2022,"$69,072",Korey Cunningham,left-tackle,Cardinals,69072,2529072
25,6500000,2020,"$4,500,000",Ronald Darby,cornerback,Eagles,4500000,6500000
29,6333333,2021,$0,D.J. Hayden,cornerback,Jaguars,9450000,19000000
32,3000000,2020,"$300,000",Demaryius Thomas,wide-receiver,Patriots,300000,3000000
23,586167,2022,"$11,000",Sam Mustipher,center,Bears,11000,1758500
27,3095000,2020,$0,Anthony Harris,safety,Vikings,0,3095000
24,570000,2021,$0,Michael Badgley,kicker,Chargers,0,1710000
27,540000,2021,$0,Jon Brown,kicker,49ers,0,1080000
25,1117935,2021,"$2,525,433",Zach Cunningham,inside-linebacker,Texans,2525433,4471738
28,1550000,2020,"$400,000",Ray-Ray Armstrong,4-3-outside-linebacker,Browns,400000,1550000
23,1439895,2022,"$3,490,583",Uchenna Nwosu,4-3-outside-linebacker,Chargers,3490583,5759578
28,540000,2021,$0,Kasey Redfern,punter,Cowboys,0,1080000
24,540000,2021,$0,Drew Scott,long-snapper,Cowboys,0,1080000
28,525000,2020,$0,Andrew East,long-snapper,Redskins,0,1050000
28,645000,2020,$0,Jesse Davis,right-guard,Dolphins,0,645000
27,645000,2020,$0,Spencer Drango,right-guard,Chargers,0,645000
25,780980,2020,"$723,920",Jordan Jenkins,3-4-outside-linebacker,Jets,723920,3123920
0,1752705,2020,$0,Drew Lock,quarterback,Broncos,0,7010820
34,1605000,2020,"$1,510,000",Brian Hoyer,quarterback,Patriots,1510000,4815000
23,797849,2022,"$731,396",Jalyn Holmes,4-3-defensive-tackle,Vikings,731396,3191396
27,1000000,2020,"$300,000",Eric Tomlinson,tight-end,Jets,300000,1000000
2020,585000,2022,$0,Nate Harvey,3-4-defensive-end,Giants,0,1755000
2020,585000,2022,$0,Eric Cotton,3-4-defensive-end,Packers,0,1755000
27,600000,2020,$0,Tyler Marz,right-tackle,Titans,0,1200000
23,590000,2022,"$15,000",Juwann Bushell-Beatty,right-tackle,Redskins,15000,1770000
29,895000,2020,"$50,000",Benny Cunningham,running-back,Jaguars,50000,895000
25,615000,2021,$0,Dieugot Joseph,left-tackle,Jets,0,1230000
27,615000,2021,$0,De’Ondre Wesley,left-tackle,Colts,0,1230000
33,6000000,2021,"$4,000,000",Brandon Carr,cornerback,Ravens,4000000,24000000
29,6000000,2022,"$4,500,000",Darryl Roberts,cornerback,Jets,6500000,18000000
0,2946834,2020,$0,Marquise Brown,wide-receiver,Ravens,0,11787336
25,2800000,2020,"$750,000",Geronimo Allison,wide-receiver,Packers,750000,2800000
2020,585000,2022,$0,Ryan Crozier,center,Broncos,0,1755000
27,3000000,2020,"$500,000",Ha-Ha Clinton-Dix,safety,Bears,500000,3000000
26,2971079,2020,"$11,884,316",Karl Joseph,safety,Raiders,11884316,11884316
26,540000,2021,$0,Ty Long,kicker,Chargers,0,1080000
30,525000,2020,$0,Brett Maher,kicker,Cowboys,0,1050000
30,1100000,2020,"$350,000",Brandon Marshall,inside-linebacker,Raiders,350000,1100000
23,994831,2022,"$1,010,188",Fred Warner,inside-linebacker,49ers,1010188,3979325
30,1375000,2020,"$1,400,000",Kyle Wilber,4-3-outside-linebacker,Raiders,1400000,2750000
30,1350000,2020,$0,Malcolm Smith,4-3-outside-linebacker,49ers,1000000,1350000
0,540000,2021,$0,Ryan Santoso,punter,Lions,0,1080000
27,532500,2020,"$15,000",Cameron Johnston,punter,Eagles,15000,1065000
24,645000,2020,$0,Alex Redmond,right-guard,Bengals,0,645000
24,751753,2021,"$607,012",Samson Ebukam,3-4-outside-linebacker,Rams,607012,3007012
32,4500000,2021,"$4,500,000",Margus Hunt,4-3-defensive-end,Colts,4500000,9000000
34,4250000,2020,"$3,000,000",Chris Long,4-3-defensive-end,Eagles,3000000,8500000
32,4000000,2020,"$1,500,000",Bruce Irvin,4-3-defensive-end,Panthers,1500000,4000000
30,1600000,2020,"$500,000",Blaine Gabbert,quarterback,Buccaneers,500000,1600000
25,793916,2021,"$706,288",Nazair Jones,4-3-defensive-tackle,Seahawks,706288,3175663
27,962500,2021,"$500,000",Richard Rodgers,tight-end,Eagles,500000,1925000
0,907880,2020,$0,Josh Oliver,tight-end,Jaguars,0,3631520
24,573000,2021,"$15,000",Matt Dickerson,3-4-defensive-end,Titans,15000,1719000
26,570000,2020,$0,Fadol Brown,3-4-defensive-end,Packers,0,570000
22,587667,2022,"$58,000",Patrick Mekari,right-tackle,Ravens,58000,1763000
0,893220,2020,$0,David Montgomery,running-back,Bears,0,3572880
0,867795,2023,"$822,172",Alexander Mattison,running-back,Vikings,822172,3471180
24,600000,2020,$0,David Sharpe,left-tackle,Raiders,0,1200000
23,590000,2022,"$25,000",Chidi Okeke,left-tackle,Redskins,25000,1770000
25,5837750,2021,"$23,350,998",Jalen Ramsey,cornerback,Jaguars,23350998,23350998
30,5500000,2022,"$8,500,000",Buster Skrine,cornerback,Bears,8500000,16500000
22,2792829,2022,"$10,870,809",D.J. Moore,wide-receiver,Panthers,10870809,11171314
29,2750000,2020,"$2,750,000",Jaron Brown,wide-receiver,Seahawks,2750000,5500000
2020,585000,2022,$0,James O’Hagan,center,Giants,0,1755000
2020,585000,2022,$0,John Keenoy,center,Vikings,0,1755000
0,2873800,2020,$0,Johnathan Abram,safety,Raiders,0,11495198
25,525000,2020,$0,Greg Joseph,kicker,Browns,0,1050000
31,930000,2020,$0,Bruce Carter,inside-linebacker,Falcons,0,930000
29,895000,2020,"$90,000",Kevin Minter,inside-linebacker,Buccaneers,90000,895000
23,952300,2022,"$975,200",Jerome Baker,4-3-outside-linebacker,Dolphins,975200,3809200
25,526000,2020,"$2,000",Cory Carter,punter,Bills,2000,1052000
25,495000,2020,$0,Ryan Winslow,punter,Cardinals,0,495000
25,645000,2020,$0,Jermaine Eluemunor,right-guard,Ravens,0,645000
27,645000,2020,$0,Justin McCray,right-guard,Packers,0,645000
27,4000000,2021,"$4,500,000",Chris Smith,4-3-defensive-end,Browns,4500000,12000000
26,3750000,2020,"$2,225,000",Markus Golden,4-3-defensive-end,Giants,2225000,3750000
0,706724,2020,$0,Justin Hollins,3-4-outside-linebacker,Broncos,0,2826896
0,704101,2020,$0,Charles Omenihu,3-4-outside-linebacker,Texans,0,2816404
25,769590,2021,"$678,360",Jaleel Johnson,4-3-defensive-tackle,Vikings,678360,3078360
27,760000,2020,$0,David Parry,4-3-defensive-tackle,Patriots,0,760000
27,895000,2020,"$65,000",Scott Simonson,tight-end,Giants,65000,895000
29,895000,2020,"$165,000",Luke Willson,tight-end,Raiders,165000,895000
26,570000,2020,$0,Jordan Williams,3-4-defensive-end,Giants,0,570000
0,540000,2021,$0,JoJo Wicker,3-4-defensive-end,Redskins,0,1080000
22,587500,2022,"$27,500",Tyree St. Louis,right-tackle,Patriots,27500,1762500
0,853051,2020,$0,Damien Harris,running-back,Patriots,0,3412204
25,845315,2020,"$821,260",Kenyan Drake,running-back,Dolphins,821260,3381260
23,586667,2022,"$30,000",Calvin Anderson,left-tackle,Patriots,30000,1760000
27,5225000,2021,"$6,625,000",Nickell Robey-Coleman,cornerback,Rams,8000000,15675000
35,5000000,2020,"$3,900,000",Johnathan Joseph,cornerback,Texans,3900000,10000000
25,2725183,2022,"$9,907,077",Calvin Ridley,wide-receiver,Falcons,9907077,10900732
26,2600000,2020,"$500,000",Phillip Dorsett,wide-receiver,Patriots,500000,2600000
2020,585000,2022,$0,Trevon Tate,center,Browns,0,1755000
2020,585000,2022,$0,Willie Wright,center,Browns,0,1755000
26,2750000,2020,"$1,250,000",Clayton Geathers,safety,Colts,1250000,2750000
27,495000,2020,$0,Taylor Bertolet,kicker,Broncos,0,495000
2020,495000,2020,$0,Sam Ficken,kicker,Packers,0,495000
28,895000,2020,"$90,000",Mike Hull,inside-linebacker,Dolphins,90000,895000
24,863689,2022,"$820,756",Oren Burks,inside-linebacker,Packers,820756,3454756
23,898432,2022,"$923,728",Malik Jefferson,4-3-outside-linebacker,Bengals,923728,3593728
0,896601,2020,$0,Germaine Pratt,4-3-outside-linebacker,Bengals,0,3586404
25,632268,2022,"$69,072",Rod Taylor,right-guard,Bengals,69072,2529072
26,630000,2020,$0,Ted Karras,right-guard,Patriots,0,1890000
23,3435475,2022,"$13,741,900",Marcus Davenport,4-3-defensive-end,Saints,13741900,13741900
0,3385047,2020,$0,Brian Burns,4-3-defensive-end,Panthers,0,13540186
24,683634,2022,"$274,536",Ogbonnia Okoronkwo,3-4-outside-linebacker,Rams,274536,2734536
0,680823,2023,"$203,292",Sutton Smith,3-4-outside-linebacker,Steelers,203292,2723292
27,1290000,2020,"$300,000",Kevin Hogan,quarterback,Broncos,300000,1290000
25,737132,2020,"$608,412",Sheldon Day,4-3-defensive-tackle,49ers,608412,2948412
28,895000,2020,$0,Blake Bell,tight-end,Chiefs,0,895000
2020,540000,2021,$0,Dee Liner,3-4-defensive-end,Titans,0,1080000
27,495000,2020,$0,Lavon Hooks,3-4-defensive-end,Steelers,0,495000
0,495000,2020,$0,Conor Sheehy,3-4-defensive-end,Steelers,0,495000
23,586667,2022,"$10,000",Brian Wallace,right-tackle,Broncos,10000,1760000
2020,586000,2022,"$3,000",Quinn Bailey,right-tackle,Broncos,3000,1758000
0,818583,2020,$0,Bryce Love,running-back,Redskins,0,3274332
